scope,stratum,planned_cells,terminated_cells,velocity_valid_cells,velocity_vx_relative_rmse_mean,velocity_yaw_rmse_radps_mean,heading_valid_cells,heading_rmse_rad_mean,gait_valid_cells,gait_agreement_boundary_excluded_mean,gait_duty_factor_abs_error_mean,classification_valid_cells,classification_unclassified_cells,classification_row_accuracy,classification_family_accuracy,raw_load_valid_cells,absolute_work_total_j_mean,grf_load_valid_cells,vertical_grf_impulse_total_ns_mean,normalized_load_valid_cells,normalized_torque_squared_total_s_mean,velocity_success_domain_cells,velocity_success_cells,gait_success_domain_cells,gait_success_cells,joint_success_domain_cells,joint_success_cells
family,gallop,24,0,24,0.04659270348280203,0.06731509271675795,24,0.02085925533972813,24,0.8444125464496661,0.13411452890125722,24,2,0.375,0.375,24,1801.7716740707044,24,1438.505750131374,24,4.688738394342573,24,2,24,8,24,0
family,half_bound,24,0,24,0.04845532382944664,0.06253058320417672,24,0.022017927366952402,24,0.8627899978905497,0.12697477299632343,24,6,0.20833333333333334,0.20833333333333334,24,2220.684724445034,24,1430.3452501646182,24,5.361924481102368,24,1,24,5,24,1
family,trot,6,0,6,0.03631546852622126,0.062321989491756234,6,0.014411907496391672,6,0.8538564389197623,0.1730267887793114,6,0,1.0,1.0,6,947.6027128324695,6,1474.6079915566245,6,2.869864850910058,6,0,6,5,6,0
velocity,+0.5 m/s,10,0,10,0.07422821887822731,0.07350853667042173,10,0.025250823852050047,10,0.8934105007719998,0.09255113813941276,10,2,0.4,0.4,10,1854.5679685747702,10,1434.4774906860366,10,4.753691346163327,10,0,10,4,10,0
velocity,+1 m/s,10,0,10,0.030452500301260878,0.06389735182269625,10,0.02750316726830341,10,0.8517778156247753,0.16308773824425996,10,2,0.5,0.5,10,1832.3612044172812,10,1473.2729994068743,10,4.589240458301843,10,0,10,5,10,0
velocity,+1.5 m/s,10,0,10,0.024142788243258672,0.0628162747335137,10,0.007526523293602064,10,0.7941815306034737,0.2231640128294627,10,1,0.5,0.5,10,2121.062606429203,10,1461.2413024130017,10,4.6327413097507915,10,1,10,3,10,0
velocity,-0.5 m/s,10,0,10,0.08177045363217608,0.06258157912546247,10,0.030164441853420588,10,0.8997725422125701,0.06502015131600895,10,0,0.4,0.4,10,1795.1806899062424,10,1402.5309745091831,10,4.883728858768755,10,2,10,4,10,1
velocity,-1 m/s,10,0,10,0.03750535105539609,0.0635786404464432,10,0.021257016453401938,10,0.8705962446529869,0.10557535119721147,10,1,0.4,0.4,10,1864.6678287527222,10,1433.3060271369666,10,4.98725191568373,10,0,10,4,10,0
velocity,-1.5 m/s,10,0,10,0.02648995699676761,0.05939864448120186,10,0.012987733220284315,10,0.8422666216004829,0.15029942949612934,10,2,0.4,0.4,10,2168.4895913633018,10,1420.5332855667152,10,5.3723597742782045,10,0,10,4,10,0
direction,backward,30,0,30,0.04858858722811325,0.06185295468436917,30,0.021469730509035615,30,0.87087846948868,0.10696497733644991,30,3,0.4,0.4,30,1942.779370007422,30,1418.7900957376216,30,5.081113516243563,30,2,30,12,30,1
direction,forward,30,0,30,0.04294116914091562,0.0667407210755439,30,0.02009350480465184,30,0.8464566156667496,0.15960096307104515,30,5,0.4666666666666667,0.4666666666666667,30,1935.9972598070847,30,1456.330597501971,30,4.658557704738654,30,1,30,12,30,0
policy,d147caa27a3d99d36435eaf827470bd07981d44e5babb7dc94069c86f59f963e,60,0,60,0.04576487818451444,0.06429683787995653,60,0.020781617656843727,60,0.8586675425777148,0.13328297020374752,60,8,0.43333333333333335,0.43333333333333335,60,1939.3883149072533,60,1437.5603466197963,60,4.8698356104911085,60,3,60,24,60,1
