run,label,transitions_million,elapsed_hours,reward_rolling_mean_200
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,29.24544,1.2334084414111244,21.044429836273192
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,29.4912,1.2436595738596385,20.946906881332396
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,29.73696,1.25397584564156,21.09387257575989
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,29.98272,1.2643405552042855,21.066452112197876
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,30.22848,1.274607277115186,21.23567936897278
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,30.47424,1.284822752012147,21.507138710021973
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,30.72,1.294958766831292,21.594668874740602
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,30.96576,1.3052531065543493,21.817062120437622
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,31.21152,1.315354319943322,21.963968839645386
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,31.45728,1.3257887585957846,22.072746505737303
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,31.70304,1.336062870754136,22.281874895095825
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,31.9488,1.3465113970306184,22.33360924720764
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,32.19456,1.3567784350448184,22.480842990875246
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,32.44032,1.3672814742061827,22.585856943130494
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,32.68608,1.3776822484864129,22.652225561141968
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,32.93184,1.3879711748494041,22.654479417800903
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,33.1776,1.3983596495787303,22.69331995010376
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,33.42336,1.4089087533288531,22.518429460525514
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,33.66912,1.4189624745315976,22.358278131484987
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,33.91488,1.4293155368831423,22.3511048412323
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,34.16064,1.4396377331018448,22.343441247940063
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,34.4064,1.4495829161670473,22.374053087234497
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,34.65216,1.4596372266610464,22.351270542144775
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,34.89792,1.4696971191300285,22.455907526016237
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,35.14368,1.4798149921496708,22.371703357696532
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,35.38944,1.4901435179180569,22.365505466461183
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,35.6352,1.5005425086948607,22.50640989303589
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,35.88096,1.5106846120622424,22.72100281715393
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,36.12672,1.520725597805447,23.040565223693847
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,36.37248,1.5310961592197418,23.196492023468018
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,36.61824,1.5413002128071256,23.24110842704773
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,36.864,1.5512577458222707,23.471695470809937
