cell_id,event,first_foot,second_foot,eligible_complete_cycles,matched_complete_cycles,unmatched_complete_cycles,coverage_fraction,mean_s,p95_s,mean_cycles,p95_cycles
gait_05_half_bound__vx_neg_1p0__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.004,0.02,0.012708282470703125,0.06354141235351562
gait_05_half_bound__vx_neg_1p0__seed_0042,liftoff,fl,fr,30,30,0,1.0,0.013333333333333336,0.02,0.042360941569010414,0.06354141235351562
gait_05_half_bound__vx_neg_0p5__seed_0042,touchdown,fl,fr,23,23,0,1.0,0.0017391304347826088,0.01799999999999997,0.004319895868716033,0.044710922241210864
gait_05_half_bound__vx_neg_0p5__seed_0042,liftoff,fl,fr,23,17,6,0.7391304347826086,0.09294117647058824,0.38,0.23086031745461857,0.9438972473144531
gait_05_half_bound__vx_pos_0p5__seed_0042,touchdown,fl,fr,23,13,10,0.5652173913043478,0.04307692307692308,0.06,0.10700049767127404,0.14903640747070312
gait_05_half_bound__vx_pos_0p5__seed_0042,liftoff,fl,fr,23,13,10,0.5652173913043478,0.08923076923076922,0.10799999999999997,0.22164388803335336,0.26826553344726556
gait_05_half_bound__vx_pos_1p0__seed_0042,touchdown,fl,fr,30,30,0,1.0,0.03866666666666667,0.06,0.1228467305501302,0.19062423706054685
gait_05_half_bound__vx_pos_1p0__seed_0042,liftoff,fl,fr,30,30,0,1.0,0.05133333333333334,0.06,0.1630896250406901,0.19062423706054685
gait_05_half_bound__vx_pos_1p5__seed_0042,touchdown,fl,fr,38,38,0,1.0,0.03315789473684211,0.04,0.13473746651097349,0.16254043579101562
gait_05_half_bound__vx_pos_1p5__seed_0042,liftoff,fl,fr,38,38,0,1.0,0.05315789473684212,0.08,0.2160076844064813,0.32508087158203125
